No.,No. 2,Description,Price EXW,Description 2,Inventory,Net Change,Unit Price,Unit Price Including VAT,Unit Cost,Profit %,Base Unit of Measure,Blocked,Division Code,Item Category Code,Recipe Item Type,Barcode No.,BRANDS,Gen. Prod. Posting Group,Transfer Posting Group,Inventory Posting Group,Division Description,Item Category Description,Retail Product Code,DisCountinue,Unit Cost1,Retail Product Description,Qty. Onhand at Date,VAT Bus. Posting Gr. (Price),Date Created,Created by User,Last DateTime Modified,Last Modified by User,Gross Weight,Net Weight,No Discount Allowed,Price Includes VAT
SPL1312,,,0.00,MILK POT HEAVEY,0.,0.,95.00,95.00,20.63,75.02684,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1312,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1313,,,0.00,MILK POT HEAVEY,0.,0.,85.00,85.00,20.82,71.83176,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1313,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1314,,,0.00,ENAMEL COFFEE POT,0.,0.,35.00,35.00,20.63,32.21571,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1314,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1315,,,0.00,ENAMEL MILK POT,0.,0.,15.00,15.00,20.81,-59.54333,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1315,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1316,,,0.00,ENAMEL MILK POT,0.,0.,20.00,20.00,20.64,-18.68,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1316,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.64,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1317,,,0.00,CAMPING NET TABLE (TYER),0.,0.,65.00,65.00,20.81,63.18231,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1317,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1318,,,0.00,ROUND MAT,0.,0.,35.00,35.00,20.63,32.21571,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1318,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1319,,,0.00,STAND TOPY (SINNARA LIGHT),1.,1.,30.00,30.00,20.82,20.19,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1319,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,1.,VAT,1/10/2023,35822,06/02/25 09:58:23,35822,0.,0.,FALSE,TRUE
SPL1320,,,0.00,WEGAN TROLY,0.,0.,195.00,195.00,20.63,87.83359,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1320,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1321,,,0.00,BOWL  5 PCS SET,0.,0.,25.00,25.00,20.82,4.228,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1321,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1322,,,0.00,WATER CAN ,0.,0.,5.00,5.00,20.63,-374.49,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1322,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1323,,,0.00,HAND FAN ,0.,0.,1.00,1.00,20.82,"-2,294.3",PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1323,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1324,,,0.00,CAMPING NET TABLE (TYER),1.,1.,65.00,65.00,20.63,63.50077,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1324,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,1.,VAT,1/10/2023,35822,06/02/25 09:58:23,35822,0.,0.,FALSE,TRUE
SPL1325,,,0.00,6PCS PEPSI POUCH,0.,0.,5.00,5.00,20.82,-378.86,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1325,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1326,,,0.00,OUTDOOR WASHING ,0.,0.,20.00,20.00,20.63,-18.6225,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1326,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1327,,,0.00,SURVIEL KIT,0.,0.,25.00,25.00,20.82,4.228,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1327,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1328,,,0.00,ENAMEL MILK POT,0.,0.,25.00,25.00,20.63,5.102,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1328,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1329,,,0.00,ENAMEL TEA KETTEL,0.,0.,25.00,25.00,20.81,4.274,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1329,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1330,,,0.00,ENAMEL TEA KETTEL,0.,0.,25.00,25.00,20.63,5.102,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1330,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1331,,,0.00,ENAMEL TEA KETTEL,1.,1.,25.00,25.00,20.82,4.228,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1331,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,1.,VAT,1/10/2023,35822,06/02/25 09:58:24,35822,0.,0.,FALSE,TRUE
SPL1332,,,0.00,WORKING LED LIGHT LONG,0.,0.,35.00,35.00,20.63,32.21571,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1332,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1333,,,0.00,WATER CAN,0.,0.,20.00,20.00,20.82,-19.715,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1333,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1334,,,0.00,WATER CAN,0.,0.,10.00,10.00,10.32,-18.68,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1334,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,10.32,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1335,,,0.00,OVEN GLOVES,0.,0.,5.00,5.00,10.41,-139.43,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1335,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,10.41,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1336,,,0.00,AIR SHOFA KINGCAMP,1.,1.,95.00,95.00,20.63,75.02684,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1336,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,1.,VAT,1/10/2023,35822,06/02/25 09:58:24,35822,0.,0.,FALSE,TRUE
SPL1337,,,0.00,SLEEPING BAG KINGCAMP,0.,0.,95.00,95.00,20.82,74.79684,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1337,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1338,,,0.00,AIR SHOFA KINGCAMP,0.,0.,175.00,175.00,20.63,86.44314,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1338,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1339,,,0.00,TENT,1.,1.,45.00,45.00,20.82,46.79333,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1339,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,1.,VAT,1/10/2023,35822,06/02/25 09:58:24,35822,0.,0.,FALSE,TRUE
SPL1340,,,0.00,TENT,0.,0.,195.00,195.00,20.63,87.83359,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1340,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1341,,,0.00,SEAT COVER,-1.,-1.,5.00,5.00,10.41,-139.43,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1341,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,10.41,SAMPLE,-1.,VAT,1/10/2023,35822,06/02/25 09:58:24,35822,0.,0.,FALSE,TRUE
SPL1342,,,0.00,POWER JACK 2TON,1.,1.,265.00,265.00,20.63,91.04736,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1342,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,1.,VAT,1/10/2023,35822,06/02/25 09:58:24,35822,0.,0.,FALSE,TRUE
SPL1343,,,0.00,FREEZER TRUCK LONG,0.,0.,195.00,195.00,20.81,87.72744,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1343,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1344,,,0.00,CAR HAND REST,1.,1.,45.00,45.00,20.63,47.27889,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1344,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,1.,VAT,1/10/2023,35822,06/02/25 09:58:24,35822,0.,0.,FALSE,TRUE
SPL1345,,,0.00,ENAMEL COOKING POT,0.,0.,25.00,25.00,20.82,4.228,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1345,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1346,,,0.00,ENAMEL COOKING POT,0.,0.,25.00,25.00,20.63,5.102,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1346,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,06/02/25 09:58:24,35822,0.,0.,FALSE,TRUE
SPL1347,,,0.00,ENAMEL COOKING POT,-1.,-1.,20.00,20.00,20.82,-19.715,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1347,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,-1.,VAT,1/10/2023,35822,28/03/26 14:39:57,30220,0.,0.,FALSE,TRUE
SPL1348,,,0.00,ENAMEL TEA KETTEL,0.,0.,20.00,20.00,20.63,-18.6225,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1348,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1349,,,0.00,ENAMEL COOKING POT WITH LID,0.,0.,40.00,40.00,20.82,40.1425,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1349,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1350,,,0.00,FISHING SET,0.,0.,45.00,45.00,20.63,47.27889,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1350,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1351,,,0.00,TEA GLASS +GAWA CUP BAG 6+6,0.,0.,20.00,20.00,20.82,-19.715,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1351,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1352,,,0.00,DOT TEA KETTEL,0.,0.,25.00,25.00,20.63,5.102,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1352,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1353,,,0.00,BBQ COREN NET,0.,0.,10.00,10.00,20.82,-139.43,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1353,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1354,,,0.00,BURGER NET 4,0.,0.,15.00,15.00,20.63,-58.16333,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1354,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1355,,,0.00,FOLDING CHAIR,0.,0.,55.00,55.00,20.82,56.46727,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1355,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1356,,,0.00,HIKING TABLE,0.,0.,45.00,45.00,20.63,47.27889,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1356,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1357,,,0.00,FIRE PIT STOOL,0.,0.,25.00,25.00,20.81,4.274,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1357,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1358,,,0.00,MINI STOVE HEAD,0.,0.,15.00,15.00,20.63,-58.16333,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1358,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1359,,,0.00,MINI STOVE HEAD,0.,0.,15.00,15.00,20.82,-59.62,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1359,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1360,,,0.00,FIRE PIT STOOL,0.,0.,20.00,20.00,20.63,-18.6225,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1360,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1361,,,0.00,GARDEN GLOVES,0.,0.,2.00,2.00,20.82,"-1,097.15",PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1361,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1362,,,0.00,BBQ TRIPOD STAND,0.,0.,25.00,25.00,20.63,5.102,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1362,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1363,,,0.00,BBQ TONG,0.,0.,25.00,25.00,20.82,4.228,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1363,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1364,,,0.00,BBQ TONG,0.,0.,20.00,20.00,20.63,-18.6225,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1364,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1365,,,0.00,BBQ TONG,0.,0.,15.00,15.00,20.82,-59.62,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1365,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1366,,,0.00,TRIPOD STAND SILVER,1.,1.,40.00,40.00,20.63,40.68875,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1366,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,1.,VAT,1/10/2023,35822,06/02/25 09:58:24,35822,0.,0.,FALSE,TRUE
SPL1367,,,0.00,TENT,0.,0.,165.00,165.00,20.82,85.48909,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1367,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1368,,,0.00,ROUND TABLE BLACK,0.,0.,65.00,65.00,20.63,63.50077,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1368,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1369,,,0.00,STEEL TONG ,0.,0.,15.00,15.00,20.82,-59.62,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1369,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1370,,,0.00,STEEL TONG ,0.,0.,12.00,12.00,20.63,-97.70417,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1370,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1371,,,0.00,STEEL TONG ,0.,0.,10.00,10.00,20.81,-139.315,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1371,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1372,,,0.00,CAMP COT,0.,0.,165.00,165.00,20.63,85.62152,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1372,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1373,,,0.00,WATER CAN,1.,1.,10.00,10.00,20.82,-139.43,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1373,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,1.,VAT,1/10/2023,35822,06/02/25 09:58:24,35822,0.,0.,FALSE,TRUE
SPL1374,,,0.00,STEEL MUG,0.,0.,10.00,10.00,20.63,-137.245,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1374,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1375,,,0.00,STEEL CONTAINER 6PCS WITH VKS BAG,0.,0.,39.00,39.00,20.82,38.60769,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1375,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1376,,,0.00,FOOD SAFF UMBERLLA,1.,1.,10.00,10.00,20.63,-137.245,PCS,FALSE,SAMPLE,SAMPLE, ,SPL-1376,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,1.,VAT,1/10/2023,35822,06/02/25 09:58:24,35822,0.,0.,FALSE,TRUE
SPL1377,,,0.00,FOOD SAFF UMBERLLA,0.,0.,8.00,8.00,20.82,-199.2875,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1377,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1378,,,0.00,SILICON BOWL,0.,0.,5.00,5.00,20.63,-374.49,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1378,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1379,,,0.00,HOOK MISS FANG,0.,0.,5.00,5.00,20.82,-378.86,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1379,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1380,,,0.00,STEEL FILTER BOWL,0.,0.,5.00,5.00,20.63,-374.49,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1380,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1381,,,0.00,GAS ADAPTOR,0.,0.,5.00,5.00,20.82,-378.86,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1381,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1382,,,0.00,RICE FILTER SILICON,0.,0.,5.00,5.00,20.63,-374.49,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1382,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1383,,,0.00,ALUMINIUM COOKING TONG,0.,0.,22.00,22.00,20.82,-8.83182,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1383,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.82,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1384,,,0.00,ALUMINIUM COOKING TONG,0.,0.,22.00,22.00,20.63,-7.83864,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1384,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1385,,,0.00,ALUMINIUM COOKING TONG,0.,0.,18.00,18.00,20.81,-32.95278,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1385,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.81,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
SPL1386,,,0.00,ALUMINIUM COOKING TONG,0.,0.,18.00,18.00,20.63,-31.80278,PCS,TRUE,SAMPLE,SAMPLE, ,SPL-1386,,PRODUCT,TRANSFER,INV,SAMPLE,SAMPLE,SAMPLE,TRUE,20.63,SAMPLE,0.,VAT,1/10/2023,35822,03/12/25 09:53:41,35762,0.,0.,FALSE,TRUE
